Category,Message,Spam,Word_Count
real,Yes! How is a pretty lady like you single?,0,9
spam,You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750,1,20
real,Jay says that you're a double-faggot,0,6
spam,PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04,1,19
real,What Today-sunday..sunday is holiday..so no work..,0,6
real,Gudnite....tc...practice going on,0,3
real,I'll be late...,0,3
real,"I've not called you in a while. This is hoping it was l8r malaria and that you know that we miss you guys. I miss Bani big, so pls give her my love especially. Have a great day.",0,38
real,"Good afternoon, my love! How goes that day ? I hope maybe you got some leads on a job. I think of you, boytoy and send you a passionate kiss from across the sea",0,34
real,"Probably gonna be here for a while, see you later tonight &lt;)",0,12
real,Or maybe my fat fingers just press all these buttons and it doesn't know what to do.,0,17
real,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,0,15
real,"I am in tirupur da, once you started from office call me.",0,12
spam,from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop,1,10
real,"A famous quote : when you develop the ability to listen to 'anything' unconditionally without losing your temper or self confidence, it means you are ......... 'MARRIED'",0,27
real,But am going to college pa. What to do. are else ill come there it self. Pa.,0,17
real,4 oclock at mine. Just to bash out a flat plan.,0,11
real,This girl does not stay in bed. This girl doesn't need recovery time. Id rather pass out while having fun then be cooped up in bed,0,26
real,Then any special there?,0,4
real,I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin,0,32
real,"Sorry that took so long, omw now",0,7
real,Wait  &lt;#&gt;  min..,0,3
real,Ok give me 5 minutes I think I see her. BTW you're my alibi. You were cutting my hair the whole time.,0,22
real,"Imagine you finally get to sink into that bath after I have put you through your paces, maybe even having you eat me for a while before I left ... But also imagine the feel of that cage on your cock surrounded by the bath water, reminding you always who owns you ... Enjoy, my cuck",0,56
real,"Hurry up, I've been weed-deficient for like three days",0,9
real,"Sure, if I get an acknowledgement from you that it's astoundingly tactless and generally faggy to demand a blood oath fo",0,21
real,Ok. Every night take a warm bath drink a cup of milk and you'll see a work of magic. You still need to loose weight. Just so that you know,0,30
real,I‘ll have a look at the frying pan in case it‘s cheap or a book perhaps. No that‘s silly a frying pan isn‘t likely to be a book,0,28
real,O. Well uv causes mutations. Sunscreen is like essential thesedays,0,10
real,Having lunch:)you are not in online?why?,0,6
real,I know that my friend already told that.,0,8
real,Hi Princess! Thank you for the pics. You are very pretty. How are you?,0,14
real,"Aiyo... U always c our ex one... I dunno abt mei, she haven reply... First time u reply so fast... Y so lucky not workin huh, got bao by ur sugardad ah...gee..",0,32
real,Hi msg me:)i'm in office..,0,5
real,Thanx 4 e brownie it's v nice...,0,7
real,Geeeee ... I love you so much I can barely stand it,0,12
spam,GENT! We are trying to contact you. Last weekends draw shows that you won a £1000 prize GUARANTEED. Call 09064012160. Claim Code K52. Valid 12hrs only. 150ppm,1,27
real,"Fuck babe ... I miss you already, you know ? Can't you let me send you some money towards your net ? I need you ... I want you ... I crave you ...",0,34
real,"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?",0,22
real,Oooh bed ridden ey? What are YOU thinking of?,0,9
real,"So anyways, you can just go to your gym or whatever, my love *smiles* I hope your ok and having a good day babe ... I miss you so much already",0,31
real,Love it! Daddy will make you scream with pleasure! I am going to slap your ass with my dick!,0,19
real,WOT U WANNA DO THEN MISSY?,0,6
real,Yar lor wait 4 my mum 2 finish sch then have lunch lor... I whole morning stay at home clean my room now my room quite clean... Hee...,0,28
real,Do you know where my lab goggles went,0,8
real,Can you open the door?,0,5
real,Waiting for your call.,0,4
real,Nope i waiting in sch 4 daddy...,0,7
spam,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327",1,12
real,"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same.",0,23
real,Ü wait 4 me in sch i finish ard 5..,0,10
spam,"our mobile number has won £5000, to claim calls us back or ring the claims hot line on 09050005321.",1,19
real,"Arngd marriage is while u r walkin unfortuntly a snake bites u. bt love marriage is dancing in frnt of d snake &amp; sayin Bite me, bite me.",0,28
real,Huh so early.. Then ü having dinner outside izzit?,0,9
real,Ok anyway no need to change with what you said,0,10
spam,We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow,1,29
real,my ex-wife was not able to have kids. Do you want kids one day?,0,14
real,So how's scotland. Hope you are not over showing your JJC tendencies. Take care. Live the dream,0,17
real,Tell them u have a headache and just want to use 1 hour of sick time.,0,16
real,"I dun thk i'll quit yet... Hmmm, can go jazz ? Yogasana oso can... We can go meet em after our lessons den...",0,23
real,Pete can you please ring meive hardly gotany credit,0,9
real,Ya srsly better than yi tho,0,6
real,"I'm in a meeting, call me later at",0,8
spam,"For ur chance to win a £250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk",1,19
spam,You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo,1,24
spam,PRIVATE! Your 2003 Account Statement for 07753741225 shows 800 un-redeemed S. I. M. points. Call 08715203677 Identifier Code: 42478 Expires 24/10/04,1,21
real,You still at grand prix?,0,5
real,"I met you as a stranger and choose you as my friend. As long as the world stands, our friendship never ends. Lets be Friends forever!!! Gud nitz...",0,28
real,I am great! How are you?,0,6
real,Gud mrng dear have a nice day,0,7
spam,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,1,13
real,Will do. Was exhausted on train this morning. Too much wine and pie. You sleep well too,0,17
real,I'm going out to buy mum's present ar.,0,8
real,Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D,0,16
real,If u sending her home first it's ok lor. I'm not ready yet.,0,13
real,Speaking of does he have any cash yet?,0,8
real,Be happy there. I will come after noon,0,8
real,Meet after lunch la...,0,4
real,TaKe CaRE n gET WeLL sOOn,0,6
spam,XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867,1,17
real,what I meant to say is cant wait to see u again getting bored of this bridgwater banter,0,18
real,Neva mind it's ok..,0,4
real,"It's fine, imma get a drink or somethin. Want me to come find you?",0,14
spam,22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222,1,30
real,Its a valentine game. . . Send dis msg to all ur friends. .. If 5 answers r d same then someone really loves u. Ques- which colour suits me the best?rply me,0,33
real,I have many dependents,0,4
real,THANX4 TODAY CER IT WAS NICE 2 CATCH UP BUT WE AVE 2 FIND MORE TIME MORE OFTEN OH WELL TAKE CARE C U SOON.C,0,25
real,I called and said all to him:)then he have to choose this future.,0,13
real,Happy valentines day I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st...,0,27
real,He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.,0,28
real,For my family happiness..,0,4
real,I come n pick ü up... Come out immediately aft ur lesson...,0,12
real,Let there be snow. Let there be snow. This kind of weather brings ppl together so friendships can grow.,0,19
real,Dear we got  &lt;#&gt;  dollars hi hi,0,7
real,Good words.... But words may leave u in dismay many times.,0,11
real,MAKE SURE ALEX KNOWS HIS BIRTHDAY IS OVER IN FIFTEEN MINUTES AS FAR AS YOU'RE CONCERNED,0,16
real,"sorry, no, have got few things to do. may be in pub later.",0,13
real,"Nah it's straight, if you can just bring bud or drinks or something that's actually a little more useful than straight cash",0,22
real,"Haha good to hear, I'm officially paid and on the market for an 8th",0,14
real,How many licks does it take to get to the center of a tootsie pop?,0,15
real,Yup i thk they r e teacher said that will make my face look longer. Darren ask me not 2 cut too short.,0,23
spam,New TEXTBUDDY Chat 2 horny guys in ur area 4 just 25p Free 2 receive Search postcode or at gaytextbuddy.com. TXT ONE name to 89693,1,25
spam,Todays Vodafone numbers ending with 4882 are selected to a receive a £350 award. If your number matches call 09064019014 to receive your £350 award.,1,25
real,Please dont say like that. Hi hi hi,0,8
real,Thank u!,0,2
real,Oh that was a forwarded message. I thought you send that to me,0,13
real,Got it. Seventeen pounds for seven hundred ml – hope ok.,0,11
spam,"Dear Voucher Holder, 2 claim this weeks offer, at your PC go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply.2 stop texts txt STOP to 80062.",1,22
real,Me n him so funny...,0,5
real,"Sweetheart, hope you are not having that kind of day! Have one with loads of reasons to smile. Biola",0,19
real,When ü login dat time... Dad fetching ü home now?,0,10
real,"What will we do in the shower, baby?",0,8
real,I had askd u a question some hours before. Its answer,0,11
real,"Well imma definitely need to restock before thanksgiving, I'll let you know when I'm out",0,15
real,"said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day!",0,27
real,Probably gonna swing by in a wee bit,0,8
real,Ya very nice. . .be ready on thursday,0,8
real,Allo! We have braved the buses and taken on the trains and triumphed. I mean we‘re in b‘ham. Have a jolly good rest of week,0,25
real,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",0,16
real,Do you mind if I ask what happened? You dont have to say if it is uncomfortable.,0,17
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04,1,20
real,No prob. I will send to your email.,0,8
spam,"You have won ?1,000 cash or a ?2,000 prize! To claim, call09050000327. T&C: RSTM, SW7 3SS. 150ppm",1,17
real,Thats cool! Sometimes slow and gentle. Sonetimes rough and hard :),0,11
real,I'm gonna say no. Sorry. I would but as normal am starting to panic about time. Sorry again! Are you seeing on Tuesday?,0,23
real,"Wait, do you know if wesleys in town? I bet she does hella drugs!",0,14
real,Fine i miss you very much.,0,6
real,Did u got that persons story,0,6
real,Tell them the drug dealer's getting impatient,0,7
real,"Sun cant come to earth but send luv as rays. cloud cant come to river but send luv as rain. I cant come to meet U, but can send my care as msg to U. Gud evng",0,37
real,You will be in the place of that man,0,9
real,"It doesnt make sense to take it there unless its free. If you need to know more, wikipedia.com",0,18
spam,88800 and 89034 are premium phone services call 08718711108,1,9
real,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",0,29
real,Then mum's repent how?,0,4
real,Sorry me going home first... Daddy come fetch ü later...,0,10
real,Leave it de:-). Start Prepare for next:-)..,0,7
real,Yes baby! We can study all the positions of the kama sutra ;),0,13
real,En chikku nange bakra msg kalstiya..then had tea/coffee?,0,8
real,Carlos'll be here in a minute if you still need to buy,0,12
real,This pay is  &lt;DECIMAL&gt;  lakhs:),0,5
real,Have a good evening! Ttyl,0,5
real,Did u receive my msg?,0,5
real,Ho ho - big belly laugh! See ya tomo,0,9
spam,"SMS. ac sun0819 posts HELLO:""You seem cool, wanted to say hi. HI!!!"" Stop? Send STOP to 62468",1,17
spam,Get ur 1st RINGTONE FREE NOW! Reply to this msg with TONE. Gr8 TOP 20 tones to your phone every week just £1.50 per wk 2 opt out send STOP 08452810071 16,1,32
real,"Ditto. And you won't have to worry about me saying ANYTHING to you anymore. Like i said last night, you do whatever you want and i'll do the same. Peace.",0,30
real,"I've got  &lt;#&gt; , any way I could pick up?",0,10
real,"I dont knw pa, i just drink milk..",0,8
real,Maybe?! Say hi to  and find out if  got his card. Great escape or wetherspoons?,0,15
real,"Piggy, r u awake? I bet u're still sleeping. I'm going 4 lunch now...",0,14
real,Cause I'm not freaky lol,0,5
real,Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.,0,22
real,What is this 'hex' place you talk of? Explain!,0,9
real,Ü log off 4 wat. It's sdryb8i,0,7
real,Is xy going 4 e lunch?,0,6
spam,Hi I'm sue. I am 20 years old and work as a lapdancer. I love sex. Text me live - I'm i my bedroom now. text SUE to 89555. By TextOperator G2 1DA 150ppmsg 18+,1,35
real,I wanted to ask ü to wait 4 me to finish lect. Cos my lect finishes in an hour anyway.,0,20
real,Have you finished work yet? :),0,6
real,"Every King Was Once A Crying Baby And Every Great Building Was Once A Map.. Not Imprtant Where U r TODAY, BUT Where U Wil Reach TOMORW. Gud ni8",0,29
real,"Dear,Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday.",0,30
real,Thanks love. But am i doing torch or bold.,0,9
spam,<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.,1,15
real,Was the farm open?,0,4
real,"Sorry to trouble u again. Can buy 4d for my dad again? 1405, 1680, 1843. All 2 big 1 small, sat n sun. Thanx.",0,24
real,"My sister in law, hope you are having a great month. Just saying hey. Abiola",0,15
real,Will purchase d stuff today and mail to you. Do you have a po box number?,0,16
real,Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem,0,21
real,Good. Good job. I like entrepreneurs,0,6
real,"Aight, you close by or still down around alex's place?",0,10
real,meet you in corporation st outside gap … you can see how my mind is working!,0,16
real,Mum ask ü to buy food home...,0,7
real,K..u also dont msg or reply to his msg..,0,9
real,How much r ü willing to pay?,0,7
real,"Sorry, I'll call later",0,4
real,What is important is that you prevent dehydration by giving her enough fluids,0,13
real,"Thats a bit weird, even ?- where is the do supposed to be happening? But good idea, sure they will be in pub!",0,23
real,True dear..i sat to pray evening and felt so.so i sms'd you in some time...,0,15
real,"I don't think I can get away for a trek that long with family in town, sorry",0,17
real,So when do you wanna gym harri,0,7
real,Quite late lar... Ard 12 anyway i wun b drivin...,0,10
spam,"To review and KEEP the fantastic Nokia N-Gage game deck with Club Nokia, go 2 www.cnupdates.com/newsletter. unsubscribe from alerts reply with the word OUT",1,24
spam,4mths half price Orange line rental & latest camera phones 4 FREE. Had your phone 11mths+? Call MobilesDirect free on 08000938767 to update now! or2stoptxt T&Cs,1,26
real,"Height of Confidence: All the Aeronautics professors wer calld &amp; they wer askd 2 sit in an aeroplane. Aftr they sat they wer told dat the plane ws made by their students. Dey all hurried out of d plane.. Bt only 1 didnt move... He said:""if it is made by my students,this wont even start........ Datz confidence..",0,57
real,It just seems like weird timing that the night that all you and g want is for me to come smoke is the same day as when a shitstorm is attributed to me always coming over and making everyone smoke,0,40
spam,08714712388 between 10am-7pm Cost 10p,1,5
real,"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you.",0,24
real,He also knows about lunch menu only da. . I know,0,11
real,When i have stuff to sell i.ll tell you,0,9
spam,#ERROR!,1,1
real,Book which lesson? then you msg me... I will call up after work or sth... I'm going to get specs. My membership is PX3748,0,24
spam,You have WON a guaranteed £1000 cash or a £2000 prize. To claim yr prize call our customer service representative on 08714712394 between 10am-7pm,1,24
real,Macha dont feel upset.i can assume your mindset.believe me one evening with me and i have some wonderful plans for both of us.LET LIFE BEGIN AGAIN.call me anytime,0,28
real,Oh is it? Send me the address,0,7
real,S'fine. Anytime. All the best with it.,0,7
real,That is wondar full flim.,0,5
real,Ya even those cookies have jelly on them,0,8
real,"The world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run.",0,42
real,Got it! It looks scrumptious... daddy wants to eat you all night long!,0,13
real,Of cos can lar i'm not so ba dao ok... 1 pm lor... Y u never ask where we go ah... I said u would ask on fri but he said u will ask today...,0,35
real,"Alright omw, gotta change my order to a half8th",0,9
real,Exactly. Anyways how far. Is jide her to study or just visiting,0,12
real,Dunno y u ask me.,0,5
spam,Email AlertFrom: Jeri StewartSize: 2KBSubject: Low-cost prescripiton drvgsTo listen to email call 123,1,13
real,No he didn't. Spring is coming early yay!,0,8
real,Lol you won't feel bad when I use her money to take you out to a steak dinner =D,0,19
real,Even u dont get in trouble while convincing..just tel him once or twice and just tel neglect his msgs dont c and read it..just dont reply,0,26
real,Leaving to qatar tonite in search of an opportunity.all went fast.pls add me in ur prayers dear.Rakhesh,0,17
real,Then why no one talking to me,0,7
real,Thanks for looking out for me. I really appreciate.,0,9
spam,Hi. Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY £10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg,1,25
real,Wish i were with you now!,0,6
real,Haha mayb u're rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.,0,31
real,Yes i will be there. Glad you made it.,0,9
real,Do well :)all will for little time. Thing of good times ahead:,0,12
real,Just got up. have to be out of the room very soon. …. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.,0,40
real,Ok. There may be a free gym about.,0,8
real,Men like shorter ladies. Gaze up into his eyes.,0,9
real,Dunno he jus say go lido. Same time 930.,0,9
real,"I promise to take good care of you, princess. I have to run now. Please send pics when you get a chance. Ttyl!",0,23
spam,U are subscribed to the best Mobile Content Service in the UK for £3 per 10 days until you send STOP to 82324. Helpline 08706091795,1,25
real,Is there a reason we've not spoken this year? Anyways have a great week and all the best in your exam,0,21
real,By monday next week. Give me the full gist,0,9
spam,"Do you realize that in about 40 years, we'll have thousands of old ladies running around with tattoos?",1,18
spam,You have an important customer service announcement from PREMIER.,1,9
real,Dont gimme that lip caveboy,0,5
real,When did you get to the library,0,7
real,Realy sorry-i don't recognise this number and am now confused :) who r u please?!,0,15
real,So why didnt you holla?,0,5
real,Cant think of anyone with * spare room off * top of my head,0,14
real,"Faith makes things possible,Hope makes things work,Love makes things beautiful,May you have all three this Christmas!Merry Christmas!",0,17
real,U should have made an appointment,0,6
real,"Call me when you/carlos is/are here, my phone's vibrate is acting up and I might not hear texts",0,18
spam,"Romantic Paris. 2 nights, 2 flights from £79 Book now 4 next year. Call 08704439680Ts&Cs apply.",1,16
real,"We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat.",0,28
spam,Urgent Ur £500 guaranteed award is still unclaimed! Call 09066368327 NOW closingdate04/09/02 claimcode M39M51 £1.50pmmorefrommobile2Bremoved-MobyPOBox734LS27YF,1,15
real,Nothing but we jus tot u would ask cos u ba gua... But we went mt faber yest... Yest jus went out already mah so today not going out... Jus call lor...,0,32
real,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..",0,14
spam,UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub,1,23
real,"I'm nt goin, got somethin on, unless they meetin 4 dinner lor... Haha, i wonder who will go tis time...",0,20
real,"Sorry, I'll call later",0,4
real,I cant pick the phone right now. Pls send a message,0,11
real,Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.,0,24
real,Not getting anywhere with this damn job hunting over here!,0,10
real,Lol! U drunkard! Just doing my hair at d moment. Yeah still up 4 tonight. Wats the plan?,0,18
real,"idc get over here, you are not weaseling your way out of this shit twice in a row",0,18
real,I wil be there with in  &lt;#&gt;  minutes. Got any space,0,11
real,Just sleeping..and surfing,0,3
real,Thanks for picking up the trash.,0,6
real,Why don't you go tell your friend you're not sure you want to live with him because he smokes too much then spend hours begging him to come smoke,0,29
real,Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx,0,27
real,Happy New year my dear brother. I really do miss you. Just got your number and decided to send you this text wishing you only happiness. Abiola,0,27
real,That means get the door,0,5
real,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,0,26
real,"Hmmm ... I thought we said 2 hours slave, not 3 ... You are late ... How should I punish you ?",0,22
real,Beerage?,0,1
spam,You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!,1,15
real,Dont think so. It turns off like randomlly within 5min of opening,0,12
real,"She was supposed to be but couldn't make it, she's still in town though",0,14
real,It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure,0,24
spam,Ever thought about living a good life with a perfect partner? Just txt back NAME and AGE to join the mobile community. (100p/SMS),1,23
spam,"5 Free Top Polyphonic Tones call 087018728737, National Rate. Get a toppoly tune sent every week, just text SUBPOLY to 81618, £3 per pole. UnSub 08718727870.",1,26
real,Gud mrng dear hav a nice day,0,7
real,This is hoping you enjoyed your game yesterday. Sorry i've not been in touch but pls know that you are fondly bein thot off. Have a great week. Abiola,0,29
real,All e best 4 ur driving tmr :-),0,8
real,Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THATS AL!!!!!!!!!,0,12
real,Omg I want to scream. I weighed myself and I lost more weight! Woohoo!,0,14
real,There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?,0,16
real,it's really getting me down just hanging around.,0,8
spam,"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa",1,27
real,Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic,0,17
real,Ok i msg u b4 i leave my house.,0,9
real,Gimme a few was  &lt;#&gt;  minutes ago,0,7
spam,"Last Chance! Claim ur £150 worth of discount vouchers today! Text SHOP to 85023 now! SavaMob, offers mobile! T Cs SavaMob POBOX84, M263UZ. £3.00 Sub. 16",1,26
real,Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice,0,15
spam,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,1,29
spam,You have won a guaranteed £200 award or even £1000 cashto claim UR award call free on 08000407165 (18+) 2 stop getstop on 88222 PHP. RG21 4JX,1,27
real,K I'll be there before 4.,0,6
real,I dled 3d its very imp,0,6
real,"sure, but make sure he knows we ain't smokin yet",0,10
real,Boooo you always work. Just quit.,0,6
real,I am taking half day leave bec i am not well,0,11
real,Ugh I don't wanna get out of bed. It's so warm.,0,11
real,S:)s.nervous  &lt;#&gt; :),0,3
real,So there's a ring that comes with the guys costumes. It's there so they can gift their future yowifes. Hint hint,0,21
spam,Congratulations ur awarded either £500 of CD gift vouchers & Free entry 2 our £100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,1,23
real,I borrow ur bag ok.,0,5
spam,"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT",1,23
real,Where's my boytoy? I miss you ... What happened?,0,9
real,"He has lots of used ones babe, but the model doesn't help. Youi have to bring it over and he'll match it up",0,23
real,Also are you bringing galileo or dobby,0,7
real,Then why you not responding,0,5
real,BOO BABE! U ENJOYIN YOURJOB? U SEEMED 2 B GETTIN ON WELL HUNNY!HOPE URE OK?TAKE CARE & ILLSPEAK 2U SOONLOTS OF LOVEME XXXX.,0,23
real,Good afternoon starshine! How's my boytoy? Does he crave me yet? Ache to fuck me ? *sips cappuccino* I miss you babe *teasing kiss*,0,24
real,On the road so cant txt,0,6
spam,"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE",1,20
spam,25p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.,1,31
real,Have a good evening! Ttyl,0,5
real,Hmm .. Bits and pieces lol ... *sighs* ...,0,9
real,Hahaha..use your brain dear,0,4
real,Hey. You got any mail?,0,5
real,"Sorry light turned green, I meant another friend wanted  &lt;#&gt;  worth but he may not be around",0,17
real,Thanks for yesterday sir. You have been wonderful. Hope you enjoyed the burial. MojiBiola,0,14
spam,U have a secret admirer. REVEAL who thinks U R So special. Call 09065174042. To opt out Reply REVEAL STOP. 1.50 per msg recd. Cust care 07821230901,1,27
real,Hi mate its RV did u hav a nice hol just a message 3 say hello coz havent sent u 1 in ages started driving so stay off roads!RVx,0,29
spam,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/expressoffer Ts&Cs apply. To stop texts, txt STOP to 80062",1,24
real,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy! This is the message i sent days ago",0,43
real,Surely result will offer:),0,4
real,Good Morning my Dear........... Have a great &amp; successful day.,0,10
spam,Do you want 750 anytime any network mins 150 text and a NEW VIDEO phone for only five pounds per week call 08002888812 or reply for delivery tomorrow,1,28
real,"Sir, I have been late in paying rent for the past few months and had to pay a $ &lt;#&gt;  charge. I felt it would be inconsiderate of me to nag about something you give at great cost to yourself and that's why i didnt speak up. I however am in a recession and wont be able to pay the charge this month hence my askin well ahead of month's end. Can you please help. Thanks",0,76
spam,We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed,1,28
spam,Last chance 2 claim ur £150 worth of discount vouchers-Text YES to 85023 now!SavaMob-member offers mobile T Cs 08717898035. £3.00 Sub. 16 . Remove txt X or STOP,1,28
real,I luv u soo much u dont understand how special u r 2 me ring u 2morrow luv u xxx,0,20
real,"Pls send me a comprehensive mail about who i'm paying, when and how much.",0,14
real,Our Prashanthettan's mother passed away last night. pray for her and family.,0,12
spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+",1,26
real,K.k:)when are you going?,0,4
real,Meanwhile in the shit suite: xavier decided to give us  &lt;#&gt;  seconds of warning that samantha was coming over and is playing jay's guitar to impress her or some shit. Also I don't think doug realizes I don't live here anymore,0,41
real,My stomach has been thru so much trauma I swear I just can't eat. I better lose weight.,0,18
real,I am in office:)whats the matter..msg me now.i will call you at break:).,0,13
real,"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later",0,21
spam,"Today's Offer! Claim ur £150 worth of discount vouchers! Text YES to 85023 now! SavaMob, member offers mobile! T Cs 08717898035. £3.00 Sub. 16 . Unsub reply X",1,28
real,U reach orchard already? U wan 2 go buy tickets first?,0,11
real,"I am real, baby! I want to bring out your inner tigress...",0,12
real,No da if you run that it activate the full version da.,0,12
real,AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.,0,21
real,Stop the story. I've told him i've returned it and he's saying i should not re order it.,0,18
spam,Talk sexy!! Make new friends or fall in love in the worlds most discreet text dating service. Just text VIP to 83110 and see who you could meet.,1,28
real,Going to take your babe out ?,0,7
real,Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  ill be there in sathy then we ll go to RTO office. Reply me after came to home.,0,26
real,Spoons it is then okay?,0,5
real,Did he just say somebody is named tampa,0,8
real,In work now. Going have in few min.,0,8
real,Your brother is a genius,0,5
real,"Sorry, I guess whenever I can get a hold of my connections, maybe an hour or two? I'll text you",0,20
real,Did u find out what time the bus is at coz i need to sort some stuff out.,0,18
real,Dude ive been seeing a lotta corvettes lately,0,8
spam,Congratulations ur awarded either a yrs supply of CDs from Virgin Records or a Mystery Gift GUARANTEED Call 09061104283 Ts&Cs www.smsco.net £1.50pm approx 3mins,1,24
real,"Same here, but I consider walls and bunkers and shit important just because I never play on peaceful but I guess your place is high enough that it don't matter",0,30
spam,PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04,1,22
